STREET,TB_number (in the street),TB_tree,TB_soil/grill
DAUM,97,Platanus x acerifolia,soil
DAUM,97,Platanus x acerifolia,soil
DAUM,97,Platanus x acerifolia,soil
DAUM,98,Platanus x acerifolia,soil
DAUM,98,Platanus x acerifolia,soil
DAUM,98,Platanus x acerifolia,soil
DAUM,98,Platanus x acerifolia,soil
DAUM,99,Platanus x acerifolia,soil
DAUM,100,Platanus x acerifolia,soil
DAUM,101,Platanus x acerifolia,soil
DAUM,101,Platanus x acerifolia,soil
DAUM,101,Platanus x acerifolia,soil
DAUM,101,Platanus x acerifolia,soil
DAUM,102,Platanus x acerifolia,soil
DAUM,102,Platanus x acerifolia,soil
DAUM,102,Platanus x acerifolia,soil
DAUM,102,Platanus x acerifolia,soil
DAUM,102,Platanus x acerifolia,soil
DAUM,103,Platanus x acerifolia,grill
DAUM,103,Platanus x acerifolia,grill
DAUM,103,Platanus x acerifolia,grill
DAUM,103,Platanus x acerifolia,grill
DAUM,103,Platanus x acerifolia,grill
DAUM,103,Platanus x acerifolia,grill
DAUM,103,Platanus x acerifolia,grill
DAUM,104,Platanus x acerifolia,grill
DAUM,104,Platanus x acerifolia,grill
DAUM,105,Platanus x acerifolia,grill
DAUM,106,Platanus x acerifolia,grill
DAUM,107,Platanus x acerifolia,soil
DAUM,107,Platanus x acerifolia,soil
DAUM,108,Platanus x acerifolia,soil
DAUM,108,Platanus x acerifolia,soil
DAUM,108,Platanus x acerifolia,soil
DAUM,108,Platanus x acerifolia,soil
DAUM,109,Platanus x acerifolia,soil
DAUM,109,Platanus x acerifolia,soil
DAUM,109,Platanus x acerifolia,soil
DAUM,109,Platanus x acerifolia,soil
DAUM,109,Platanus x acerifolia,soil
DAUM,109,Platanus x acerifolia,soil
DAUM,110,Platanus x acerifolia,soil
DAUM,110,Platanus x acerifolia,soil
DAUM,110,Platanus x acerifolia,soil
DAUM,110,Platanus x acerifolia,soil
DAUM,111,Platanus x acerifolia,soil
DAUM,111,Platanus x acerifolia,soil
DAUM,111,Platanus x acerifolia,soil
DAUM,111,Platanus x acerifolia,soil
DAUM,111,Platanus x acerifolia,soil
DAUM,112,Platanus x acerifolia,soil
DAUM,112,Platanus x acerifolia,soil
DAUM,112,Platanus x acerifolia,soil
DAUM,112,Platanus x acerifolia,soil
DAUM,112,Platanus x acerifolia,soil
DAUM,112,Platanus x acerifolia,soil
DAUM,113,Platanus x acerifolia,soil
DAUM,113,Platanus x acerifolia,soil
DAUM,113,Platanus x acerifolia,soil
DAUM,114,Platanus x acerifolia,soil
DAUM,114,Platanus x acerifolia,soil
DAUM,114,Platanus x acerifolia,soil
DAUM,114,Platanus x acerifolia,soil
DAUM,114,Platanus x acerifolia,soil
DAUM,115,Platanus x acerifolia,soil
DAUM,115,Platanus x acerifolia,soil
DAUM,116,Platanus x acerifolia,soil
DAUM,117,Platanus x acerifolia,soil
DAUM,117,Platanus x acerifolia,soil
DAUM,118,Platanus x acerifolia,soil
DAUM,118,Platanus x acerifolia,soil
DAUM,118,Platanus x acerifolia,soil
DAUM,119,Platanus x acerifolia,soil
DAUM,119,Platanus x acerifolia,soil
DAUM,119,Platanus x acerifolia,soil
DAUM,119,Platanus x acerifolia,soil
DAUM,120,Platanus x acerifolia,soil
DAUM,120,Platanus x acerifolia,soil
DAUM,120,Platanus x acerifolia,soil
DAUM,120,Platanus x acerifolia,soil
DAUM,121,Platanus x acerifolia,soil
DAUM,121,Platanus x acerifolia,soil
DAUM,121,Platanus x acerifolia,soil
DAUM,122,Platanus x acerifolia,soil
DAUM,122,Platanus x acerifolia,soil
DAUM,122,Platanus x acerifolia,soil
DAUM,123,Platanus x acerifolia,soil
DAUM,123,Platanus x acerifolia,soil
DAUM,124,Platanus x acerifolia,soil
DAUM,124,Platanus x acerifolia,soil
DAUM,124,Platanus x acerifolia,soil
DAUM,124,Platanus x acerifolia,soil
DAUM,124,Platanus x acerifolia,soil
DAUM,125,Platanus x acerifolia,soil
DAUM,125,Platanus x acerifolia,soil
DAUM,125,Platanus x acerifolia,soil
DAUM,125,Platanus x acerifolia,soil
DAUM,125,Platanus x acerifolia,soil
DAUM,125,Platanus x acerifolia,soil
DAUM,126,Platanus x acerifolia,soil
DAUM,126,Platanus x acerifolia,soil
DAUM,126,Platanus x acerifolia,soil
DAUM,126,Platanus x acerifolia,soil
DAUM,128,Platanus x acerifolia,soil
DAUM,128,Platanus x acerifolia,soil
DAUM,128,Platanus x acerifolia,soil
DAUM,128,Platanus x acerifolia,soil
DAUM,129,Platanus x acerifolia,soil
DAUM,129,Platanus x acerifolia,soil
DAUM,129,Platanus x acerifolia,soil
DAUM,130,Platanus x acerifolia,soil
DAUM,130,Platanus x acerifolia,soil
DAUM,130,Platanus x acerifolia,soil
DAUM,131,Platanus x acerifolia,soil
DAUM,131,Platanus x acerifolia,soil
DAUM,132,Platanus x acerifolia,soil
DAUM,132,Platanus x acerifolia,soil
DAUM,132,Platanus x acerifolia,soil
DAUM,133,Platanus x acerifolia,soil
DAUM,133,Platanus x acerifolia,soil
DAUM,134,Platanus x acerifolia,soil
DAUM,134,Platanus x acerifolia,soil
DAUM,134,Platanus x acerifolia,soil
DAUM,135,Platanus x acerifolia,soil
DAUM,135,Platanus x acerifolia,soil
DAUM,135,Platanus x acerifolia,soil
DAUM,136,Platanus x acerifolia,grill
DAUM,136,Platanus x acerifolia,grill
DAUM,136,Platanus x acerifolia,grill
DAUM,136,Platanus x acerifolia,grill
DAUM,137,Platanus x acerifolia,grill
DAUM,137,Platanus x acerifolia,grill
DAUM,137,Platanus x acerifolia,grill
DAUM,137,Platanus x acerifolia,grill
DAUM,137,Platanus x acerifolia,grill
DAUM,138,Platanus x acerifolia,soil
DAUM,138,Platanus x acerifolia,soil
DAUM,139,Platanus x acerifolia,soil
DAUM,139,Platanus x acerifolia,soil
DAUM,139,Platanus x acerifolia,soil
DAUM,139,Platanus x acerifolia,soil
DAUM,139,Platanus x acerifolia,soil
DAUM,140,Platanus x acerifolia,soil
DAUM,140,Platanus x acerifolia,soil
DAUM,140,Platanus x acerifolia,soil
DAUM,141,Platanus x acerifolia,soil
DAUM,141,Platanus x acerifolia,soil
DAUM,141,Platanus x acerifolia,soil
DAUM,141,Platanus x acerifolia,soil
DAUM,142,Platanus x acerifolia,soil
DAUM,142,Platanus x acerifolia,soil
DAUM,142,Platanus x acerifolia,soil
DAUM,143,Platanus x acerifolia,soil
DAUM,144,Platanus x acerifolia,soil
DAUM,144,Platanus x acerifolia,soil
DAUM,144,Platanus x acerifolia,soil
DAUM,145,Platanus x acerifolia,soil
DAUM,146,Platanus x acerifolia,soil
DAUM,147,Platanus x acerifolia,soil
DAUM,147,Platanus x acerifolia,soil
DAUM,147,Platanus x acerifolia,soil
DAUM,147,Platanus x acerifolia,soil
DAUM,147,Platanus x acerifolia,soil
DAUM,148,Platanus x acerifolia,soil
DAUM,148,Platanus x acerifolia,grill
DAUM,148,Platanus x acerifolia,grill
DAUM,148,Platanus x acerifolia,grill
DAUM,149,Platanus x acerifolia,soil
DAUM,149,Platanus x acerifolia,soil
DAUM,149,Platanus x acerifolia,soil
DAUM,150,Platanus x acerifolia,soil
DAUM,151,Platanus x acerifolia,soil
DAUM,152,Platanus x acerifolia,soil
DAUM,152,Platanus x acerifolia,soil
DAUM,152,Platanus x acerifolia,soil
DAUM,153,Platanus x acerifolia,soil
DAUM,153,Platanus x acerifolia,soil
DAUM,153,Platanus x acerifolia,soil
DAUM,154,Platanus x acerifolia,soil
DAUM,154,Platanus x acerifolia,soil
DAUM,154,Platanus x acerifolia,soil
DAUM,154,Platanus x acerifolia,soil
DAUM,154,Platanus x acerifolia,soil
DAUM,154,Platanus x acerifolia,soil
DAUM,155,Platanus x acerifolia,soil
DAUM,155,Platanus x acerifolia,soil
DAUM,155,Platanus x acerifolia,soil
DAUM,155,Platanus x acerifolia,soil
DAUM,155,Platanus x acerifolia,soil
DAUM,155,Platanus x acerifolia,soil
DAUM,156,Platanus x acerifolia,soil
DAUM,156,Platanus x acerifolia,soil
DAUM,156,Platanus x acerifolia,soil
DAUM,156,Platanus x acerifolia,soil
DAUM,157,Platanus x acerifolia,soil
DAUM,158,Platanus x acerifolia,soil
DAUM,158,Platanus x acerifolia,soil
DAUM,158,Platanus x acerifolia,soil
DAUM,159,Platanus x acerifolia,soil
DAUM,160,Platanus x acerifolia,soil
DAUM,160,Platanus x acerifolia,soil
DAUM,160,Platanus x acerifolia,soil
DAUM,161,Platanus x acerifolia,soil
DAUM,161,Platanus x acerifolia,soil
DAUM,161,Platanus x acerifolia,soil
DAUM,162,Platanus x acerifolia,soil
DAUM,162,Platanus x acerifolia,soil
DAUM,163,Platanus x acerifolia,soil
DAUM,163,Platanus x acerifolia,soil
DAUM,164,Platanus x acerifolia,soil
DAUM,164,Platanus x acerifolia,soil
DAUM,165,Platanus x acerifolia,grill
DAUM,165,Platanus x acerifolia,grill
DAUM,165,Platanus x acerifolia,grill
DAUM,165,Platanus x acerifolia,grill
DAUM,165,Platanus x acerifolia,grill
DAUM,166,Platanus x acerifolia,soil
DAUM,166,Platanus x acerifolia,soil
DAUM,167,Platanus x acerifolia,soil
DAUM,167,Platanus x acerifolia,soil
DAUM,168,Platanus x acerifolia,grill
DAUM,168,Platanus x acerifolia,grill
DAUM,168,Platanus x acerifolia,grill
DAUM,169,Platanus x acerifolia,grill
DAUM,169,Platanus x acerifolia,grill
DAUM,169,Platanus x acerifolia,grill
DAUM,169,Platanus x acerifolia,grill
DAUM,169,Platanus x acerifolia,grill
DAUM,169,Platanus x acerifolia,grill
DAUM,170,Platanus x acerifolia,grill
DAUM,170,Platanus x acerifolia,grill
DAUM,170,Platanus x acerifolia,grill
DAUM,171,Platanus x acerifolia,soil
DAUM,171,Platanus x acerifolia,soil
DAUM,171,Platanus x acerifolia,soil
DAUM,171,Platanus x acerifolia,soil
DAUM,172,Platanus x acerifolia,soil
DAUM,172,Platanus x acerifolia,soil
DAUM,172,Platanus x acerifolia,soil
DAUM,172,Platanus x acerifolia,soil
DAUM,173,Platanus x acerifolia,soil
DAUM,173,Platanus x acerifolia,soil
DAUM,173,Platanus x acerifolia,soil
DAUM,173,Platanus x acerifolia,soil
DAUM,174,Platanus x acerifolia,soil
DAUM,174,Platanus x acerifolia,soil
DAUM,174,Platanus x acerifolia,soil
DAUM,175,Platanus x acerifolia,soil
DAUM,175,Platanus x acerifolia,soil
DAUM,176,Platanus x acerifolia,soil
DAUM,176,Platanus x acerifolia,soil
DAUM,176,Platanus x acerifolia,soil
DAUM,177,Platanus x acerifolia,soil
DAUM,177,Platanus x acerifolia,soil
DAUM,177,Platanus x acerifolia,soil
DAUM,177,Platanus x acerifolia,soil
DAUM,177,Platanus x acerifolia,soil
DAUM,178,Platanus x acerifolia,soil
DAUM,178,Platanus x acerifolia,soil
DAUM,178,Platanus x acerifolia,soil
DAUM,178,Platanus x acerifolia,soil
DAUM,179,Platanus x acerifolia,soil
DAUM,179,Platanus x acerifolia,soil
DAUM,179,Platanus x acerifolia,soil
DAUM,180,Platanus x acerifolia,soil
DAUM,180,Platanus x acerifolia,soil
DAUM,181,Platanus x acerifolia,soil
DAUM,182,Platanus x acerifolia,soil
DAUM,182,Platanus x acerifolia,soil
DAUM,182,Platanus x acerifolia,soil
DAUM,182,Platanus x acerifolia,soil
DAUM,182,Platanus x acerifolia,soil
DAUM,182,Platanus x acerifolia,soil
DAUM,183,Platanus x acerifolia,soil
DAUM,183,Platanus x acerifolia,soil
DAUM,183,Platanus x acerifolia,soil
DAUM,184,Platanus x acerifolia,soil
DAUM,184,Platanus x acerifolia,soil
DAUM,185,Platanus x acerifolia,soil
DAUM,185,Platanus x acerifolia,soil
DAUM,185,Platanus x acerifolia,soil
DAUM,185,Platanus x acerifolia,soil
DAUM,185,Platanus x acerifolia,soil
DAUM,186,Platanus x acerifolia,soil
DAUM,186,Platanus x acerifolia,soil
DAUM,186,Platanus x acerifolia,soil
KESS,2,Platanus x acerifolia,soil
KESS,2,Platanus x acerifolia,soil
KESS,2,Platanus x acerifolia,soil
KESS,2,Platanus x acerifolia,soil
KESS,2,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,3,Platanus x acerifolia,soil
KESS,4,Platanus x acerifolia,soil
KESS,4,Platanus x acerifolia,soil
KESS,4,Platanus x acerifolia,soil
KESS,5,Platanus x acerifolia,soil
KESS,6,Platanus x acerifolia,soil
KESS,6,Platanus x acerifolia,soil
KESS,6,Platanus x acerifolia,soil
KESS,7,Platanus x acerifolia,soil
KESS,7,Platanus x acerifolia,soil
KESS,7,Platanus x acerifolia,soil
KESS,8,Platanus x acerifolia,soil
KESS,8,Platanus x acerifolia,soil
KESS,8,Platanus x acerifolia,soil
KESS,9,Platanus x acerifolia,soil
KESS,10,Platanus x acerifolia,soil
KESS,11,Platanus x acerifolia,soil
KESS,12,Platanus x acerifolia,soil
KESS,12,Platanus x acerifolia,soil
KESS,13,Platanus x acerifolia,soil
KESS,14,Platanus x acerifolia,soil
KESS,15,Platanus x acerifolia,soil
KESS,15,Platanus x acerifolia,soil
KESS,15,Platanus x acerifolia,soil
KESS,16,Platanus x acerifolia,soil
KESS,16,Platanus x acerifolia,soil
KESS,16,Platanus x acerifolia,soil
KESS,16,Platanus x acerifolia,soil
KESS,17,Platanus x acerifolia,soil
KESS,17,Platanus x acerifolia,soil
KESS,17,Platanus x acerifolia,soil
KESS,17,Platanus x acerifolia,soil
KESS,18,Platanus x acerifolia,soil
KESS,18,Platanus x acerifolia,soil
KESS,18,Platanus x acerifolia,soil
KESS,18,Platanus x acerifolia,soil
KESS,19,Platanus x acerifolia,soil
KESS,19,Platanus x acerifolia,soil
KESS,20,Platanus x acerifolia,soil
KESS,20,Platanus x acerifolia,soil
KESS,21,Platanus x acerifolia,soil
KESS,21,Platanus x acerifolia,soil
KESS,22,Platanus x acerifolia,soil
KESS,23,Platanus x acerifolia,soil
KESS,24,Platanus x acerifolia,soil
KESS,24,Platanus x acerifolia,soil
KESS,24,Platanus x acerifolia,soil
KESS,25,Platanus x acerifolia,soil
KESS,25,Platanus x acerifolia,soil
KESS,25,Platanus x acerifolia,soil
KESS,26,Platanus x acerifolia,soil
KESS,26,Platanus x acerifolia,soil
KESS,27,Platanus x acerifolia,soil
KESS,28,Platanus x acerifolia,soil
KESS,29,Platanus x acerifolia,soil
KESS,29,Platanus x acerifolia,soil
KESS,29,Platanus x acerifolia,soil
KESS,30,Platanus x acerifolia,soil
KESS,30,Platanus x acerifolia,soil
KESS,31,Platanus x acerifolia,soil
KESS,32,Platanus x acerifolia,soil
KESS,32,Platanus x acerifolia,soil
KESS,32,Platanus x acerifolia,soil
KESS,33,Platanus x acerifolia,soil
KESS,33,Platanus x acerifolia,soil
KESS,34,Platanus x acerifolia,soil
KESS,34,Platanus x acerifolia,soil
KESS,35,Platanus x acerifolia,soil
KESS,35,Platanus x acerifolia,soil
KESS,35,Platanus x acerifolia,soil
KESS,36,Platanus x acerifolia,soil
KESS,36,Platanus x acerifolia,soil
KESS,36,Platanus x acerifolia,soil
KESS,37,Platanus x acerifolia,soil
KESS,37,Platanus x acerifolia,soil
KESS,37,Platanus x acerifolia,soil
KESS,38,Platanus x acerifolia,soil
KESS,38,Platanus x acerifolia,soil
KESS,39,Platanus x acerifolia,soil
KESS,40,Platanus x acerifolia,soil
KESS,41,Platanus x acerifolia,soil
KESS,42,Platanus x acerifolia,soil
KESS,42,Platanus x acerifolia,soil
KESS,43,Platanus x acerifolia,soil
KESS,43,Platanus x acerifolia,soil
KESS,43,Platanus x acerifolia,soil
KESS,44,Platanus x acerifolia,soil
KESS,44,Platanus x acerifolia,soil
KESS,45,Platanus x acerifolia,soil
KESS,45,Platanus x acerifolia,soil
KESS,45,Platanus x acerifolia,soil
KESS,46,Platanus x acerifolia,soil
KESS,46,Platanus x acerifolia,soil
KESS,46,Platanus x acerifolia,soil
KESS,47,Platanus x acerifolia,soil
KESS,47,Platanus x acerifolia,soil
KESS,47,Platanus x acerifolia,soil
KESS,48,Platanus x acerifolia,soil
KESS,48,Platanus x acerifolia,soil
KESS,49,Platanus x acerifolia,soil
KESS,49,Platanus x acerifolia,soil
KESS,49,Platanus x acerifolia,soil
KESS,50,Platanus x acerifolia,soil
KESS,50,Platanus x acerifolia,soil
KESS,51,Platanus x acerifolia,soil
KESS,51,Platanus x acerifolia,soil
KESS,51,Platanus x acerifolia,soil
KESS,51,Platanus x acerifolia,soil
KESS,52,Platanus x acerifolia,soil
KESS,52,Platanus x acerifolia,soil
KESS,52,Platanus x acerifolia,soil
KESS,53,Platanus x acerifolia,soil
KESS,53,Platanus x acerifolia,soil
KESS,53,Platanus x acerifolia,soil
KESS,53,Platanus x acerifolia,soil
KESS,54,Platanus x acerifolia,soil
KESS,54,Platanus x acerifolia,soil
KESS,54,Platanus x acerifolia,soil
KESS,55,Platanus x acerifolia,soil
KESS,55,Platanus x acerifolia,soil
KESS,55,Platanus x acerifolia,soil
KESS,55,Platanus x acerifolia,soil
KESS,56,Platanus x acerifolia,soil
KESS,56,Platanus x acerifolia,soil
KESS,56,Platanus x acerifolia,soil
KESS,57,Platanus x acerifolia,soil
KESS,58,Platanus x acerifolia,soil
KESS,58,Platanus x acerifolia,soil
KESS,59,Platanus x acerifolia,soil
KESS,59,Platanus x acerifolia,soil
KESS,59,Platanus x acerifolia,soil
KESS,59,Platanus x acerifolia,soil
KESS,60,Platanus x acerifolia,soil
KESS,60,Platanus x acerifolia,soil
KESS,61,Platanus x acerifolia,soil
KESS,61,Platanus x acerifolia,soil
KESS,61,Platanus x acerifolia,soil
KESS,61,Platanus x acerifolia,soil
KESS,62,Platanus x acerifolia,soil
KESS,62,Platanus x acerifolia,soil
KESS,62,Platanus x acerifolia,soil
KESS,63,Platanus x acerifolia,soil
KESS,63,Platanus x acerifolia,soil
KESS,64,Platanus x acerifolia,soil
KESS,64,Platanus x acerifolia,soil
KESS,64,Platanus x acerifolia,soil
KESS,64,Platanus x acerifolia,soil
KESS,65,Platanus x acerifolia,soil
KESS,67,Platanus x acerifolia,soil
KESS,67,Platanus x acerifolia,soil
KESS,67,Platanus x acerifolia,soil
LACH,1,Platanus x acerifolia,soil
LACH,1,Platanus x acerifolia,soil
LACH,1,Platanus x acerifolia,soil
LACH,1,Platanus x acerifolia,soil
LACH,1,Platanus x acerifolia,soil
LACH,1,Platanus x acerifolia,soil
LACH,2,Platanus x acerifolia,soil
LACH,2,Platanus x acerifolia,soil
LACH,2,Platanus x acerifolia,soil
LACH,2,Platanus x acerifolia,soil
LACH,3,Platanus x acerifolia,soil
LACH,3,Platanus x acerifolia,soil
LACH,3,Platanus x acerifolia,soil
LACH,3,Platanus x acerifolia,soil
LACH,3,Platanus x acerifolia,soil
LACH,3,Platanus x acerifolia,soil
LACH,4,Platanus x acerifolia,soil
LACH,4,Platanus x acerifolia,soil
LACH,4,Platanus x acerifolia,soil
LACH,4,Platanus x acerifolia,soil
LACH,5,Platanus x acerifolia,soil
LACH,5,Platanus x acerifolia,soil
LACH,5,Platanus x acerifolia,soil
LACH,6,Platanus x acerifolia,soil
LACH,6,Platanus x acerifolia,soil
LACH,6,Platanus x acerifolia,soil
LACH,6,Platanus x acerifolia,soil
LACH,7,Platanus x acerifolia,soil
LACH,7,Platanus x acerifolia,soil
LACH,7,Platanus x acerifolia,soil
LACH,7,Platanus x acerifolia,soil
LACH,8,Platanus x acerifolia,soil
LACH,8,Platanus x acerifolia,soil
LACH,8,Platanus x acerifolia,soil
LACH,10,Platanus x acerifolia,soil
LACH,10,Platanus x acerifolia,soil
LACH,10,Platanus x acerifolia,soil
LACH,11,Platanus x acerifolia,soil
LACH,11,Platanus x acerifolia,soil
LACH,11,Platanus x acerifolia,soil
LACH,11,Platanus x acerifolia,soil
LACH,12,Platanus x acerifolia,soil
LACH,12,Platanus x acerifolia,soil
LACH,13,Platanus x acerifolia,soil
LACH,14,Platanus x acerifolia,soil
LACH,14,Platanus x acerifolia,soil
LACH,16,Platanus x acerifolia,soil
LACH,16,Platanus x acerifolia,soil
LACH,16,Platanus x acerifolia,soil
LACH,17,Platanus x acerifolia,soil
LACH,18,Platanus x acerifolia,soil
LACH,18,Platanus x acerifolia,soil
LACH,20,Platanus x acerifolia,grill
LACH,20,Platanus x acerifolia,grill
LACH,24,Platanus x acerifolia,soil
LACH,26,Platanus x acerifolia,soil
LACH,27,Platanus x acerifolia,soil
LACH,28,Platanus x acerifolia,soil
LACH,29,Platanus x acerifolia,grill
LACH,31,Platanus x acerifolia,soil
MONT,1,Prunus sp.,grill
MONT,2,Prunus sp.,grill
MONT,3,Prunus sp.,grill
MONT,3,Prunus sp.,grill
MONT,3,Prunus sp.,grill
MONT,3,Prunus sp.,grill
MONT,4,Prunus sp.,grill
MONT,4,Prunus sp.,grill
MONT,4,Prunus sp.,grill
MONT,5,Prunus sp.,grill
MONT,5,Prunus sp.,grill
MONT,5,Prunus sp.,grill
MONT,9,Prunus sp.,grill
MONT,11,Prunus sp.,grill
MONT,11,Prunus sp.,grill
MONT,12,Prunus sp.,grill
MONT,12,Prunus sp.,grill
MONT,13,Prunus sp.,grill
MONT,13,Prunus sp.,grill
MONT,13,Prunus sp.,grill
MONT,13,Prunus sp.,grill
MONT,13,Prunus sp.,grill
MONT,14,Prunus sp.,grill
MONT,14,Prunus sp.,grill
MONT,15,Prunus sp.,grill
MONT,15,Prunus sp.,grill
MONT,17,Prunus sp.,grill
MONT,17,Prunus sp.,grill
MONT,18,Prunus sp.,(na)
MONT,18,Prunus sp.,soil
MONT,18,Prunus sp.,soil
MONT,18,Prunus sp.,soil
MONT,19,Prunus sp.,grill
MONT,21,Prunus sp.,grill
MONT,23,Prunus sp.,grill
MONT,23,Prunus sp.,grill
MONT,24,Prunus sp.,grill
MONT,25,Prunus sp.,grill
MONT,25,Prunus sp.,grill
MONT,26,Prunus sp.,grill
MONT,27,Prunus sp.,grill
MONT,27,Prunus sp.,grill
MONT,28,Prunus sp.,grill
MONT,28,Prunus sp.,grill
MONT,30,Prunus sp.,grill
MONT,30,Prunus sp.,grill
MONT,31,Prunus sp.,grill
MONT,32,Prunus sp.,grill
MONT,32,Prunus sp.,grill
MONT,33,Prunus sp.,grill
MONT,33,Prunus sp.,grill
MONT,33,Prunus sp.,grill
MONT,34,Prunus sp.,grill
MONT,34,Prunus sp.,grill
MONT,34,Prunus sp.,grill
MONT,35,Prunus sp.,grill
MONT,35,Prunus sp.,grill
MONT,35,Prunus sp.,grill
MONT,36,Prunus sp.,grill
MONT,36,Prunus sp.,grill
MONT,36,Prunus sp.,grill
MONT,36,Prunus sp.,grill
MONT,37,Prunus sp.,grill
MONT,37,Prunus sp.,grill
MONT,37,Prunus sp.,grill
MONT,37,Prunus sp.,grill
MONT,37,Prunus sp.,grill
MONT,38,Prunus sp.,grill
MONT,38,Prunus sp.,grill
MONT,38,Prunus sp.,grill
MONT,38,Prunus sp.,grill
MONT,38,Prunus sp.,grill
MONT,39,Prunus sp.,grill
MONT,39,Prunus sp.,grill
MONT,40,Prunus sp.,grill
MONT,40,Prunus sp.,grill
MONT,40,Prunus sp.,grill
MONT,41,Prunus sp.,grill
MONT,44,Prunus sp.,grill
MONT,45,Prunus sp.,grill
MONT,45,Prunus sp.,grill
MONT,45,Prunus sp.,grill
MONT,47,Prunus sp.,grill
MONT,47,Prunus sp.,grill
MONT,47,Prunus sp.,grill
MONT,47,Prunus sp.,grill
MONT,47,Prunus sp.,grill
MONT,48,Prunus sp.,grill
MONT,48,Prunus sp.,grill
MONT,48,Prunus sp.,grill
MONT,49,Prunus sp.,grill
MONT,49,Prunus sp.,grill
MONT,49,Prunus sp.,grill
MONT,49,Prunus sp.,grill
MONT,50,Prunus sp.,grill
MONT,51,Prunus sp.,grill
MONT,51,Prunus sp.,grill
MONT,52,Prunus sp.,grill
MONT,52,Prunus sp.,grill
MONT,52,Prunus sp.,grill
POMM,1,Tilia sp.,grill
POMM,1,Tilia sp.,grill
POMM,2,Tilia sp.,grill
POMM,2,Tilia sp.,grill
POMM,3,Tilia sp.,grill
POMM,3,Tilia sp.,grill
POMM,4,Tilia sp.,grill
POMM,4,Tilia sp.,grill
POMM,5,Tilia sp.,grill
POMM,5,Tilia sp.,grill
POMM,5,Tilia sp.,grill
POMM,6,Tilia sp.,grill
POMM,9,Tilia sp.,grill
POMM,10,Tilia sp.,grill
POMM,10,Tilia sp.,grill
POMM,10,Tilia sp.,grill
POMM,10,Tilia sp.,grill
POMM,10,Tilia sp.,grill
POMM,11,Tilia sp.,grill
POMM,11,Tilia sp.,grill
POMM,11,Tilia sp.,grill
POMM,11,Tilia sp.,grill
POMM,12,Tilia sp.,grill
POMM,12,Tilia sp.,grill
POMM,12,Tilia sp.,grill
POMM,13,Tilia sp.,grill
POMM,14,Tilia sp.,grill
POMM,14,Tilia sp.,grill
POMM,14,Tilia sp.,grill
POMM,14,Tilia sp.,grill
POMM,15,Tilia sp.,grill
POMM,15,Tilia sp.,grill
POMM,16,Tilia sp.,grill
POMM,16,Tilia sp.,grill
POMM,17,Tilia sp.,grill
POMM,17,Tilia sp.,grill
POMM,17,Tilia sp.,grill
POMM,18,Tilia sp.,grill
POMM,20,Tilia sp.,grill
POMM,20,Tilia sp.,grill
POMM,20,Tilia sp.,grill
POMM,20,Tilia sp.,grill
POMM,21,Tilia sp.,grill
POMM,23,Tilia sp.,grill
POMM,23,Tilia sp.,grill
POMM,23,Tilia sp.,grill
POMM,23,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,24,Tilia sp.,grill
POMM,25,Tilia sp.,grill
POMM,25,Tilia sp.,grill
POMM,25,Tilia sp.,grill
POMM,25,Tilia sp.,grill
POMM,25,Tilia sp.,grill
POMM,26,Tilia sp.,grill
POMM,26,Tilia sp.,grill
POMM,28,Tilia sp.,grill
POMM,28,Tilia sp.,grill
POMM,28,Tilia sp.,grill
POMM,32,Tilia sp.,grill
POMM,32,Tilia sp.,grill
POMM,34,Tilia sp.,grill
POMM,38,Tilia sp.,grill
POMM,39,Tilia sp.,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,1,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,2,Platanus x acerifolia,grill
RAPE,3,Platanus x acerifolia,grill
RAPE,3,Platanus x acerifolia,grill
RAPE,3,Platanus x acerifolia,grill
RAPE,4,Platanus x acerifolia,grill
RAPE,4,Platanus x acerifolia,grill
RAPE,5,Platanus x acerifolia,grill
RAPE,5,Platanus x acerifolia,grill
RAPE,5,Platanus x acerifolia,grill
RAPE,5,Platanus x acerifolia,grill
RAPE,6,Platanus x acerifolia,grill
RAPE,6,Platanus x acerifolia,grill
RAPE,6,Platanus x acerifolia,grill
RAPE,6,Platanus x acerifolia,grill
RAPE,7,Platanus x acerifolia,grill
RAPE,7,Platanus x acerifolia,grill
RAPE,7,Platanus x acerifolia,grill
